name,site,subtypes,category,type,borough,street,city,postal_code,us_state,latitude,longitude,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,verified,location_link,place_id,google_id
The Ivy Towns and Flats,https://theivytownsandflats.com/,"Apartment building, Apartment complex, Furnished apartment building, Townhouse complex",Apartment complex,Apartment building,,1900 Foxglove Way,West Lafayette,47906.0,Indiana,40.4602422,-86.9414714,4.0,101,18,5,2,6,70,40,True,"https://www.google.com/maps/place/The+Ivy+Towns+and+Flats/@40.460242199999996,-86.9414714,14z/data=!4m8!1m2!2m1!1sThe+Ivy+Towns+and+Flats!3m4!1s0x8812fd1d708663a1:0xbed7c4797be42ff4!8m2!3d40.460242199999996!4d-86.9414714",ChIJoWOGcB39EogR9C_ke3nE174,0x8812fd1d708663a1:0xbed7c4797be42ff4
Beau Jardin Apartments,http://www.beaujardinapartments.com/,"Apartment building, Apartment complex",Apartment complex,Apartment building,,2550 Yeager Rd #22,West Lafayette,47906.0,Indiana,40.4545097,-86.922142,3.5,123,33,7,4,18,61,85,True,"https://www.google.com/maps/place/Beau+Jardin+Apartments/@40.454509699999996,-86.922142,14z/data=!4m8!1m2!2m1!1sBeau+Jardin+Apartments!3m4!1s0x8812fd6b1f36c711:0x2c28154ea7dfb4b2!8m2!3d40.454509699999996!4d-86.922142",ChIJEcc2H2v9EogRsrTfp04VKCw,0x8812fd6b1f36c711:0x2c28154ea7dfb4b2
Continuum Apartments West Lafayette,http://homeiscontinuum.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_term%3Dwebsite,"Apartment building, Apartment complex, Apartment rental agency, Property management company, Real estate rental agency",Apartment complex,Apartment building,,100 Foundry Dr Suite #18,West Lafayette,47906.0,Indiana,40.4233413,-86.92753429999999,4.1,60,9,4,2,5,40,33,True,"https://www.google.com/maps/place/Continuum+Apartments+West+Lafayette/@40.4233413,-86.92753429999999,14z/data=!4m8!1m2!2m1!1sContinuum+Apartments+West+Lafayette!3m4!1s0x8812e383fe0fc93f:0xf18b29ff467d74b2!8m2!3d40.4233413!4d-86.92753429999999",ChIJP8kP_oPjEogRsnR9Rv8pi_E,0x8812e383fe0fc93f:0xf18b29ff467d74b2
Franklin Park Apartments,https://franklinparkapartments.com/,"Apartment building, Apartment complex",Apartment complex,Apartment building,,2407 Neil Armstrong Dr,West Lafayette,47906.0,Indiana,40.4540311,-86.9311675,4.4,84,9,2,1,7,65,71,True,"https://www.google.com/maps/place/Franklin+Park+Apartments/@40.4540311,-86.9311675,14z/data=!4m8!1m2!2m1!1sFranklin+Park+Apartments!3m4!1s0x8812fd170768c341:0x6c84f2cde49fb87b!8m2!3d40.4540311!4d-86.9311675",ChIJQcNoBxf9EogRe7if5M3yhGw,0x8812fd170768c341:0x6c84f2cde49fb87b
FUSE,https://fuse-living.com/,"Apartment building, Apartment complex, Apartment rental agency, Furnished apartment building, Real estate rental agency",Apartment complex,Apartment building,,720 Northwestern Ave,West Lafayette,47906.0,Indiana,40.4326307,-86.9144615,4.1,366,55,11,9,41,250,76,True,"https://www.google.com/maps/place/FUSE/@40.4326307,-86.9144615,14z/data=!4m8!1m2!2m1!1sFUSE!3m4!1s0x8812fd4d1b490ab5:0xd83494caffbe6363!8m2!3d40.4326307!4d-86.9144615",ChIJtQpJG039EogRY2O-_8qUNNg,0x8812fd4d1b490ab5:0xd83494caffbe6363
Crosswalk Commons,http://www.crosswalkcommons.com/,Apartment building,Apartment building,Apartment building,,"Crosswalk Commons, 925 Hilltop Dr",West Lafayette,47906.0,Indiana,40.4345949,-86.9234922,4.1,50,7,1,2,10,30,13,True,"https://www.google.com/maps/place/Crosswalk+Commons/@40.4345949,-86.9234922,14z/data=!4m8!1m2!2m1!1sCrosswalk+Commons!3m4!1s0x8812fd35967d63f9:0xe1627a77bdd71380!8m2!3d40.4345949!4d-86.9234922",ChIJ-WN9ljX9EogRgBPXvXd6YuE,0x8812fd35967d63f9:0xe1627a77bdd71380
Nichols Apartments,,Apartment building,Apartment building,Apartment building,,420 S Chauncey Ave,West Lafayette,47906.0,Indiana,40.4180414,-86.9084293,3.8,10,2,0,1,2,5,2,False,"https://www.google.com/maps/place/Nichols+Apartments/@40.4180414,-86.9084293,14z/data=!4m8!1m2!2m1!1sNichols+Apartments!3m4!1s0x8812e2a44c72750f:0xf52ef11529765839!8m2!3d40.4180414!4d-86.9084293",ChIJD3VyTKTiEogROVh2KRXxLvU,0x8812e2a44c72750f:0xf52ef11529765839
Launch Apartments,http://apartmentswestlafayette.com/,"Apartment building, Apartment complex",Apartment complex,Apartment building,,400 N River Rd Apt 611,West Lafayette,47906.0,Indiana,40.4281266,-86.90049289999999,2.6,392,205,21,21,34,111,78,True,"https://www.google.com/maps/place/Launch+Apartments/@40.4281266,-86.90049289999999,14z/data=!4m8!1m2!2m1!1sLaunch+Apartments!3m4!1s0x88131d54f70e70d7:0x41a66a5735ec062b!8m2!3d40.4281266!4d-86.90049289999999",ChIJ13AO91QdE4gRKwbsNVdqpkE,0x88131d54f70e70d7:0x41a66a5735ec062b
Richfield of West Lafayette,https://www.richfieldwestlafayette.com/,"Apartment building, Apartment complex, Apartment rental agency, Low income housing program",Apartment complex,Apartment building,,2300 Yeager Rd,West Lafayette,47906.0,Indiana,40.4509124,-86.922686,4.4,15,1,1,0,2,11,17,True,"https://www.google.com/maps/place/Richfield+of+West+Lafayette/@40.4509124,-86.922686,14z/data=!4m8!1m2!2m1!1sRichfield+of+West+Lafayette!3m4!1s0x8812fd3fef623f8d:0x4ba4169d523323de!8m2!3d40.4509124!4d-86.922686",ChIJjT9i7z_9EogR3iMzUp0WpEs,0x8812fd3fef623f8d:0x4ba4169d523323de
Anthrop Pointe Apartments,https://www.jandgcompanies.com/community/anthrop-pointe-apartments/,Apartment building,Apartment building,Apartment building,,1105 Anthrop Dr,West Lafayette,47906.0,Indiana,40.451821,-86.9218185,4.1,14,2,0,2,1,9,35,True,"https://www.google.com/maps/place/Anthrop+Pointe+Apartments/@40.451820999999995,-86.9218185,14z/data=!4m8!1m2!2m1!1sAnthrop+Pointe+Apartments!3m4!1s0x8812fd6ab1fc925d:0x9f4dc406e512dcf5!8m2!3d40.451820999999995!4d-86.9218185",ChIJXZL8sWr9EogR9dwS5QbETZ8,0x8812fd6ab1fc925d:0x9f4dc406e512dcf5
VERVE West Lafayette,https://vervewestlafayette.com/,Apartment rental agency,Apartment rental agency,Apartment rental agency,,150 S Chauncey Ave,West Lafayette,47906.0,Indiana,40.4219499,-86.9068044,4.4,116,14,0,2,5,95,32,True,"https://www.google.com/maps/place/VERVE+West+Lafayette/@40.4219499,-86.9068044,14z/data=!4m8!1m2!2m1!1sVERVE+West+Lafayette!3m4!1s0x8812e397a578411f:0x719408a3c46e78a6!8m2!3d40.4219499!4d-86.9068044",ChIJH0F4pZfjEogRpnhuxKMIlHE,0x8812e397a578411f:0x719408a3c46e78a6
Trinitas Ventures,https://www.trinitas.ventures/%3Futm_source%3Dgoogle%2520-%2520entrataseo%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26utm_content%3Dwebsite%2520click,"Apartment building, Apartment complex, Apartment rental agency, Condominium complex, Condominium rental agency, Real estate rental agency",Apartment building,Apartment building,Downtown,201 Main St #1000,Lafayette,47901.0,Indiana,40.4187603,-86.89520089999999,2.7,23,13,0,0,0,10,1,True,"https://www.google.com/maps/place/Trinitas+Ventures/@40.418760299999995,-86.89520089999999,14z/data=!4m8!1m2!2m1!1sTrinitas+Ventures!3m4!1s0x88131d5a5c6a2089:0x63c691599d44f39c!8m2!3d40.418760299999995!4d-86.89520089999999",ChIJiSBqXFodE4gRnPNEnVmRxmM,0x88131d5a5c6a2089:0x63c691599d44f39c
Nobb Hill Apartments,http://www.nobbhillapartments.com/,"Apartment building, Apartment complex, Apartment rental agency",Apartment building,Apartment building,,1200 Happy Hollow Rd,West Lafayette,47906.0,Indiana,40.4389944,-86.8980086,2.5,19,9,2,1,3,4,22,True,"https://www.google.com/maps/place/Nobb+Hill+Apartments/@40.4389944,-86.8980086,14z/data=!4m8!1m2!2m1!1sNobb+Hill+Apartments!3m4!1s0x881302a8f2da2015:0x8fccbe745a3eb1b!8m2!3d40.4389944!4d-86.8980086",ChIJFSDa8qgCE4gRG-ujRefL_Ag,0x881302a8f2da2015:0x8fccbe745a3eb1b
Alight West Lafayette,https://alight-westlafayette.com/,"Apartment building, Apartment complex",Apartment complex,Apartment building,,2243 Sagamore Pkwy W,West Lafayette,47906.0,Indiana,40.4665451,-86.9472545,2.7,398,189,25,20,50,114,130,True,"https://www.google.com/maps/place/Alight+West+Lafayette/@40.4665451,-86.9472545,14z/data=!4m8!1m2!2m1!1sAlight+West+Lafayette!3m4!1s0x8812fcfbf78684ff:0x7318ee557ad5d6d4!8m2!3d40.4665451!4d-86.9472545",ChIJ_4SG9_v8EogR1NbVelXuGHM,0x8812fcfbf78684ff:0x7318ee557ad5d6d4
Waterfront Apartments/Sugarhill Managment,,Apartment complex,Apartment complex,Apartment complex,,320 Brown St,West Lafayette,47906.0,Indiana,40.4242798,-86.9005268,2.6,155,63,13,31,17,31,82,False,"https://www.google.com/maps/place/Waterfront+Apartments%2FSugarhill+Managment/@40.4242798,-86.9005268,14z/data=!4m8!1m2!2m1!1sWaterfront+Apartments%2FSugarhill+Managment!3m4!1s0x88131d565cb61b6b:0xb6d7012f9ab9971a!8m2!3d40.4242798!4d-86.9005268",ChIJaxu2XFYdE4gRGpe5mi8B17Y,0x88131d565cb61b6b:0xb6d7012f9ab9971a
"June Palms Property Management, LLC",https://junepalms.com/,"Property management company, Apartment building, Apartment rental agency, Furnished apartment building",Property management company,Property management company,,215 S 18th St,Lafayette,47905.0,Indiana,40.4146895,-86.8769477,3.1,49,21,1,1,2,24,7,True,"https://www.google.com/maps/place/June+Palms+Property+Management%2C+LLC/@40.4146895,-86.8769477,14z/data=!4m8!1m2!2m1!1sJune+Palms+Property+Management%2C+LLC!3m4!1s0x88131d3bf0fa4d1d:0x21e84c836d72d936!8m2!3d40.4146895!4d-86.8769477",ChIJHU368DsdE4gRNtlybYNM6CE,0x88131d3bf0fa4d1d:0x21e84c836d72d936
Evergreen Campus Rentals,https://www.evergreencampusrentals.com/,"Apartment rental agency, Apartment building, Housing complex, Property management company, Student housing center",Apartment rental agency,Apartment rental agency,,209 North St Suite 2,West Lafayette,47906.0,Indiana,40.4255718,-86.9073641,4.2,269,47,5,8,8,201,67,True,"https://www.google.com/maps/place/Evergreen+Campus+Rentals/@40.4255718,-86.9073641,14z/data=!4m8!1m2!2m1!1sEvergreen+Campus+Rentals!3m4!1s0x8812e2aeab2c23bd:0xbb35ca48d57cb903!8m2!3d40.4255718!4d-86.9073641",ChIJvSMsq67iEogRA7l81UjKNbs,0x8812e2aeab2c23bd:0xbb35ca48d57cb903
Muinzer Management,https://www.muinzer.com/%3Futm_source%3Dgooglemybusiness%26utm_medium%3Dorganic,"Apartment building, Apartment complex, Apartment rental agency",Apartment complex,Apartment building,,220 South St,West Lafayette,47906.0,Indiana,40.424067,-86.90777539999999,2.9,83,36,2,3,19,23,64,True,"https://www.google.com/maps/place/Muinzer+Management/@40.424067,-86.90777539999999,14z/data=!4m8!1m2!2m1!1sMuinzer+Management!3m4!1s0x8812e321c1ba0867:0xea139c7a59f35eef!8m2!3d40.424067!4d-86.90777539999999",ChIJZwi6wSHjEogR717zWXqcE-o,0x8812e321c1ba0867:0xea139c7a59f35eef
Fratello Properties,http://www.fratelloproperties.org/,"Apartment rental agency, Apartment building, Apartments, Real estate agency",Apartment rental agency,Apartment rental agency,,110 Andrew Pl,West Lafayette,47906.0,Indiana,40.4243272,-86.909047,4.1,18,4,0,0,0,14,4,True,"https://www.google.com/maps/place/Fratello+Properties/@40.4243272,-86.909047,14z/data=!4m8!1m2!2m1!1sFratello+Properties!3m4!1s0x8812e2ae91fcbfb3:0xce48a623eae3890c!8m2!3d40.4243272!4d-86.909047",ChIJs7_8ka7iEogRDInj6iOmSM4,0x8812e2ae91fcbfb3:0xce48a623eae3890c
Titan Property Management,http://titanpropertymanagement.co/,"Apartment rental agency, Property management company, Real estate rental agency, Student housing center",Property management company,Apartment rental agency,Ellsworth Romig,53 S 2nd St,Lafayette,47901.0,Indiana,40.4169552,-86.89515469999999,3.4,559,202,12,14,47,284,30,True,"https://www.google.com/maps/place/Titan+Property+Management/@40.4169552,-86.89515469999999,14z/data=!4m8!1m2!2m1!1sTitan+Property+Management!3m4!1s0x88131d45e4d852af:0xa8027854bcc5ad35!8m2!3d40.4169552!4d-86.89515469999999",ChIJr1LY5EUdE4gRNa3FvFR4Aqg,0x88131d45e4d852af:0xa8027854bcc5ad35
Crestview North,https://www.cv-apt.com/%3Fpage_id%3D262151,Apartment building,Apartment building,Apartment building,,282 Littleton St,West Lafayette,47906.0,Indiana,40.426976,-86.90223069999999,1.9,18,13,0,2,0,3,5,False,"https://www.google.com/maps/place/Crestview+North/@40.426975999999996,-86.90223069999999,14z/data=!4m8!1m2!2m1!1sCrestview+North!3m4!1s0x8812e2aa73835613:0x777331f4db9e044d!8m2!3d40.426975999999996!4d-86.90223069999999",ChIJE1aDc6riEogRTQSe2_Qxc3c,0x8812e2aa73835613:0x777331f4db9e044d
Elite Property Management & Realty LLC,https://www.topelitehomes.com/,Property management company,Property management company,Property management company,,210 Professional Ct Suite A,Lafayette,47905.0,Indiana,40.3955803,-86.8483763,4.4,122,13,3,2,3,101,7,True,"https://www.google.com/maps/place/Elite+Property+Management+%26+Realty+LLC/@40.3955803,-86.8483763,14z/data=!4m8!1m2!2m1!1sElite+Property+Management+%26+Realty+LLC!3m4!1s0x88131da4b5610eb1:0xd86dc48f1ced59e4!8m2!3d40.3955803!4d-86.8483763",ChIJsQ5htaQdE4gR5FntHI_Ebdg,0x88131da4b5610eb1:0xd86dc48f1ced59e4
Accurate Property Management,http://rentapmproperties.com/,"Property management company, Real estate agency",Property management company,Property management company,,3017 Kossuth St Suit B,Lafayette,47904.0,Indiana,40.4098045,-86.8618637,4.3,30,3,1,2,1,23,16,True,"https://www.google.com/maps/place/Accurate+Property+Management/@40.4098045,-86.8618637,14z/data=!4m8!1m2!2m1!1sAccurate+Property+Management!3m4!1s0x8812e2ae90dc0001:0x645ac3f82d48a92c!8m2!3d40.4098045!4d-86.8618637",ChIJAQDckK7iEogRLKlILfjDWmQ,0x8812e2ae90dc0001:0x645ac3f82d48a92c
Consolidated Property Management,,"Property management company, Commercial agent, Real estate agency",Property management company,Property management company,,1801 Main St,Lafayette,47904.0,Indiana,40.415145,-86.8764295,2.7,98,51,2,4,7,34,6,True,"https://www.google.com/maps/place/Consolidated+Property+Management/@40.415144999999995,-86.8764295,14z/data=!4m8!1m2!2m1!1sConsolidated+Property+Management!3m4!1s0x88131d3bf0fa4d1d:0xe311e2da65b58893!8m2!3d40.415144999999995!4d-86.8764295",ChIJHU368DsdE4gRk4i1ZdriEeM,0x88131d3bf0fa4d1d:0xe311e2da65b58893
Management Advantage Inc,http://www.mgmtadvantage.com/,Property management company,Property management company,Property management company,Centennial,635 Ferry St,Lafayette,47901.0,Indiana,40.4198933,-86.8890655,3.3,146,56,4,5,6,75,9,True,"https://www.google.com/maps/place/Management+Advantage+Inc/@40.4198933,-86.8890655,14z/data=!4m8!1m2!2m1!1sManagement+Advantage+Inc!3m4!1s0x881302ccffffffff:0x727fb61d0f1b34d1!8m2!3d40.4198933!4d-86.8890655",ChIJ_____8wCE4gR0TQbDx22f3I,0x881302ccffffffff:0x727fb61d0f1b34d1
Shook Property Management,https://www.shookpropertymanagement.com/,"Property management company, Property investment company",Property management company,Property management company,,721 Widewater Dr A,Lafayette,47904.0,Indiana,40.44361689999999,-86.88487239999999,3.3,30,11,1,2,1,15,2,True,"https://www.google.com/maps/place/Shook+Property+Management/@40.443616899999995,-86.88487239999999,14z/data=!4m8!1m2!2m1!1sShook+Property+Management!3m4!1s0x88131dce84e1880d:0x2586c1ce72a35a05!8m2!3d40.443616899999995!4d-86.88487239999999",ChIJDYjhhM4dE4gRBVqjcs7BhiU,0x88131dce84e1880d:0x2586c1ce72a35a05
Iron Men Property Management,,Property management company,Property management company,Property management company,,3977 State Rte 38,Lafayette,47905.0,Indiana,40.3863171,-86.8348814,3.3,17,7,0,0,1,9,,False,"https://www.google.com/maps/place/Iron+Men+Property+Management/@40.3863171,-86.8348814,14z/data=!4m8!1m2!2m1!1sIron+Men+Property+Management!3m4!1s0x88131d000a43c091:0xb927fd456730bd81!8m2!3d40.3863171!4d-86.8348814",ChIJkcBDCgAdE4gRgb0wZ0X9J7k,0x88131d000a43c091:0xb927fd456730bd81
Crandall Enterprises,https://www.crandall-enterprises.com/about-us/,Property management company,Property management company,Property management company,St. Lawrence - McAllister,2119 N 15th St,Lafayette,47904.0,Indiana,40.4382938,-86.8808734,4.6,22,1,0,1,2,18,4,False,"https://www.google.com/maps/place/Crandall+Enterprises/@40.4382938,-86.8808734,14z/data=!4m8!1m2!2m1!1sCrandall+Enterprises!3m4!1s0x88131cc87a8fffff:0xf2e78ecf207f92b6!8m2!3d40.4382938!4d-86.8808734",ChIJ__-PesgcE4gRtpJ_IM-O5_I,0x88131cc87a8fffff:0xf2e78ecf207f92b6
BW Parks Property Management,https://bwparks.com/%3Futm_source%3DGoogle%26utm_medium%3DGBP,"Property management company, Apartment rental agency",Property management company,Property management company,St. Mary's,1123 Main St Ste E,Lafayette,47901.0,Indiana,40.4188488,-86.8840566,2.2,90,57,4,4,5,20,17,True,"https://www.google.com/maps/place/BW+Parks+Property+Management/@40.4188488,-86.8840566,14z/data=!4m8!1m2!2m1!1sBW+Parks+Property+Management!3m4!1s0x88131d47c60cb1e9:0xfab35d614e59ff18!8m2!3d40.4188488!4d-86.8840566",ChIJ6bEMxkcdE4gRGP9ZTmFds_o,0x88131d47c60cb1e9:0xfab35d614e59ff18
PMI Lafayette,https://www.lafayetteinpropertymanagementinc.com/,Property management company,Property management company,Property management company,,2441 State St,Lafayette,47905.0,Indiana,40.4003732,-86.8682996,4.4,40,4,1,2,1,32,9,True,"https://www.google.com/maps/place/PMI+Lafayette/@40.4003732,-86.8682996,14z/data=!4m8!1m2!2m1!1sPMI+Lafayette!3m4!1s0x88131d57885ebf3f:0x2e94902b5c9902ea!8m2!3d40.4003732!4d-86.8682996",ChIJP79eiFcdE4gR6gKZXCuQlC4,0x88131d57885ebf3f:0x2e94902b5c9902ea
"Twin City Property Management, LLC",,Property management company,Property management company,Property management company,,PO Box 1458,Lafayette,47902.0,Indiana,40.4186749,-86.8540156,2.8,16,8,0,1,2,5,,False,"https://www.google.com/maps/place/Twin+City+Property+Management%2C+LLC/@40.4186749,-86.8540156,14z/data=!4m8!1m2!2m1!1sTwin+City+Property+Management%2C+LLC!3m4!1s0x88131d84e5a100ed:0x51e37114e411eb00!8m2!3d40.4186749!4d-86.8540156",ChIJ7QCh5YQdE4gRAOsR5BRx41E,0x88131d84e5a100ed:0x51e37114e411eb00
Majestic Properties,https://www.majesticproperties.net/,Property management company,Property management company,Property management company,,1902 Abnaki Dr,Lafayette,47906.0,Indiana,40.474714,-86.94070119999999,4.5,11,1,0,0,1,9,1,False,"https://www.google.com/maps/place/Majestic+Properties/@40.474714,-86.94070119999999,14z/data=!4m8!1m2!2m1!1sMajestic+Properties!3m4!1s0x8812fdaae3afffff:0xa8c3e03d7cf2d488!8m2!3d40.474714!4d-86.94070119999999",ChIJ__-v46r9EogRiNTyfD3gw6g,0x8812fdaae3afffff:0xa8c3e03d7cf2d488
"Main Street Management, LLC",https://www.mainstreetmanagementllc.com/,"Property management company, Commercial real estate agency, Office space rental agency",Property management company,Property management company,Downtown,133 N 4th St #300,Lafayette,47901.0,Indiana,40.4188858,-86.8926248,3.0,48,22,0,3,2,21,10,True,"https://www.google.com/maps/place/Main+Street+Management%2C+LLC/@40.4188858,-86.8926248,14z/data=!4m8!1m2!2m1!1sMain+Street+Management%2C+LLC!3m4!1s0x88131d5ac78b165d:0x8e7ba4077f97d97b!8m2!3d40.4188858!4d-86.8926248",ChIJXRaLx1odE4gRe9mXfweke44,0x88131d5ac78b165d:0x8e7ba4077f97d97b
Sorola Properties,https://sorola.net/,"Property management company, Real estate agent",Property management company,Property management company,,1901 Kossuth St,Lafayette,47905.0,Indiana,40.4098913,-86.87548939999999,4.3,57,9,1,0,0,47,7,True,"https://www.google.com/maps/place/Sorola+Properties/@40.4098913,-86.87548939999999,14z/data=!4m8!1m2!2m1!1sSorola+Properties!3m4!1s0x88131cd4e9033557:0xacd31ed7347e4c79!8m2!3d40.4098913!4d-86.87548939999999",ChIJVzUD6dQcE4gReUx-NNce06w,0x88131cd4e9033557:0xacd31ed7347e4c79
Eagle Management & Realty,,Property management company,Property management company,Property management company,Columbian Park,2300 Kossuth St,Lafayette,47904.0,Indiana,40.410232,-86.8702635,3.0,41,17,1,3,5,15,1,False,"https://www.google.com/maps/place/Eagle+Management+%26+Realty/@40.410232,-86.8702635,14z/data=!4m8!1m2!2m1!1sEagle+Management+%26+Realty!3m4!1s0x88131d228e37c849:0x5d7444e75064fde!8m2!3d40.410232!4d-86.8702635",ChIJScg3jiIdE4gR3k8GdU5E1wU,0x88131d228e37c849:0x5d7444e75064fde
Distinctive Rental Properties,http://www.lafapts.com/,"Property management company, Apartment rental agency",Property management company,Property management company,Centennial,512 Ferry St,Lafayette,47901.0,Indiana,40.4201935,-86.8913347,3.1,105,44,1,7,5,48,59,True,"https://www.google.com/maps/place/Distinctive+Rental+Properties/@40.420193499999996,-86.8913347,14z/data=!4m8!1m2!2m1!1sDistinctive+Rental+Properties!3m4!1s0x88131d463930d147:0x683e7f68064d6956!8m2!3d40.420193499999996!4d-86.8913347",ChIJR9EwOUYdE4gRVmlNBmh_Pmg,0x88131d463930d147:0x683e7f68064d6956
Russell Property Management,http://russellteamrentals.com/,Property management company,Property management company,Property management company,,2522 Covington St,West Lafayette,47906.0,Indiana,40.454017,-86.914053,3.7,65,19,0,1,5,40,6,False,"https://www.google.com/maps/place/Russell+Property+Management/@40.454017,-86.914053,14z/data=!4m8!1m2!2m1!1sRussell+Property+Management!3m4!1s0x8812fd68f70059ef:0xff003118f2840b41!8m2!3d40.454017!4d-86.914053",ChIJ71kA92j9EogRQQuE8hgxAP8,0x8812fd68f70059ef:0xff003118f2840b41
SmartDigs LLC,https://smartdigs.com/,Property management company,Property management company,Property management company,Ellsworth Romig,211 Alabama St,Lafayette,47901.0,Indiana,40.416234,-86.89464199999999,3.2,34,15,0,1,0,18,2,True,"https://www.google.com/maps/place/SmartDigs+LLC/@40.416233999999996,-86.89464199999999,14z/data=!4m8!1m2!2m1!1sSmartDigs+LLC!3m4!1s0x88131d887e1f9e93:0x4099e0227edf96a9!8m2!3d40.416233999999996!4d-86.89464199999999",ChIJk54ffogdE4gRqZbffiLgmUA,0x88131d887e1f9e93:0x4099e0227edf96a9
BK Management LLC,https://bkmgmt.com/,"Property management company, Real estate agent",Property management company,Property management company,,928 Robinson St,West Lafayette,47906.0,Indiana,40.4347184,-86.9046501,3.7,1015,278,30,26,47,634,52,True,"https://www.google.com/maps/place/BK+Management+LLC/@40.4347184,-86.9046501,14z/data=!4m8!1m2!2m1!1sBK+Management+LLC!3m4!1s0x8812fd544ac3dd39:0xb8b82e9a70665b2b!8m2!3d40.4347184!4d-86.9046501",ChIJOd3DSlT9EogRK1tmcJouuLg,0x8812fd544ac3dd39:0xb8b82e9a70665b2b
Abet Rentals,https://www.abetrentals.com/contactus.htm,Property management company,Property management company,Property management company,,3928 McCarty Ln,Lafayette,47905.0,Indiana,40.4035067,-86.8297929,1.8,10,8,0,0,0,2,1,False,"https://www.google.com/maps/place/Abet+Rentals/@40.4035067,-86.8297929,14z/data=!4m8!1m2!2m1!1sAbet+Rentals!3m4!1s0x88131c9a2bb406e1:0x8cb02a50cdc14130!8m2!3d40.4035067!4d-86.8297929",ChIJ4Qa0K5ocE4gRMEHBzVAqsIw,0x88131c9a2bb406e1:0x8cb02a50cdc14130
Burgett Rentals,http://www.jburgettrentals.com/,Apartment rental agency,Apartment rental agency,Apartment rental agency,,1796 Sagamore Pkwy W,West Lafayette,47906.0,Indiana,40.4674533,-86.9382479,4.6,36,2,0,2,1,31,1,False,"https://www.google.com/maps/place/Burgett+Rentals/@40.467453299999995,-86.9382479,14z/data=!4m8!1m2!2m1!1sBurgett+Rentals!3m4!1s0x8812fd0159386029:0xdaffbca21bf0f4eb!8m2!3d40.467453299999995!4d-86.9382479",ChIJKWA4WQH9EogR6_TwG6K8_9o,0x8812fd0159386029:0xdaffbca21bf0f4eb
Granite Student Living,https://granitestudentliving.com/,Property management company,Property management company,Property management company,,225 Northwestern Ave,West Lafayette,47906.0,Indiana,40.425647,-86.90816,3.1,799,313,31,42,127,286,22,True,"https://www.google.com/maps/place/Granite+Student+Living/@40.425647,-86.90816,14z/data=!4m8!1m2!2m1!1sGranite+Student+Living!3m4!1s0x8812e2a8eba83b1b:0xbc51dfcccac61990!8m2!3d40.425647!4d-86.90816",ChIJGzuo66jiEogRkBnGyszfUbw,0x8812e2a8eba83b1b:0xbc51dfcccac61990
Morris Rentals,http://www.morrisrentals.com/,Apartment rental agency,Apartment rental agency,Apartment rental agency,,419 Vine St,West Lafayette,47906.0,Indiana,40.4282393,-86.9084732,4.2,114,15,3,6,13,77,12,True,"https://www.google.com/maps/place/Morris+Rentals/@40.4282393,-86.9084732,14z/data=!4m8!1m2!2m1!1sMorris+Rentals!3m4!1s0x8812e2ac606561eb:0xbfb09660b6e25cf7!8m2!3d40.4282393!4d-86.9084732",ChIJ62FlYKziEogR91zitmCWsL8,0x8812e2ac606561eb:0xbfb09660b6e25cf7
Bay Pointe Apartments,https://www.baypointeapts.com/%3Futm_source%3DGMB%26utm_medium%3Dorganic,"Apartment rental agency, Apartment complex",Apartment rental agency,Apartment rental agency,,3331 Mystic Ln,Lafayette,47909.0,Indiana,40.3833924,-86.8584286,4.2,164,24,6,3,19,112,52,True,"https://www.google.com/maps/place/Bay+Pointe+Apartments/@40.3833924,-86.8584286,14z/data=!4m8!1m2!2m1!1sBay+Pointe+Apartments!3m4!1s0x88131c5409aa45c9:0xa4382b83228433b8!8m2!3d40.3833924!4d-86.8584286",ChIJyUWqCVQcE4gRuDOEIoMrOKQ,0x88131c5409aa45c9:0xa4382b83228433b8
Vantage Pointe Apartments,https://www.jamesmgt.com/vantage-pointe-apartments,Apartment complex,Apartment complex,Apartment complex,,901 S 4th St,Lafayette,47905.0,Indiana,40.4074262,-86.8924681,4.3,21,2,0,1,5,13,46,True,"https://www.google.com/maps/place/Vantage+Pointe+Apartments/@40.407426199999996,-86.8924681,14z/data=!4m8!1m2!2m1!1sVantage+Pointe+Apartments!3m4!1s0x88131d6628ab27cf:0xe8c8de13cb10434d!8m2!3d40.407426199999996!4d-86.8924681",ChIJzyerKGYdE4gRTUMQyxPeyOg,0x88131d6628ab27cf:0xe8c8de13cb10434d
Madison Flatts,https://reserveatmadisonflatts.com/,Apartment complex,Apartment complex,Apartment complex,,3225 Majestic Ln,Lafayette,47909.0,Indiana,40.3819711,-86.8940045,3.2,23,8,3,0,0,12,,True,"https://www.google.com/maps/place/Madison+Flatts/@40.3819711,-86.8940045,14z/data=!4m8!1m2!2m1!1sMadison+Flatts!3m4!1s0x88131d84e50a5703:0x62f2b7400cdd78f3!8m2!3d40.3819711!4d-86.8940045",ChIJA1cK5YQdE4gR83jdDEC38mI,0x88131d84e50a5703:0x62f2b7400cdd78f3
